year,tmp,month,tmpLoess,deconID
1935,5.2,10,3.8895141509957725,1523
1936,3.8,10,3.9166994338848653,1524
1937,3.3,10,3.9432953775722908,1525
1938,7,10,3.969286373359296,1526
1939,5.5,10,3.994300556578594,1527
1940,5.4,10,4.017655124742955,1528
1941,2,10,4.038467816425101,1529
1942,3.3,10,4.0561445716180655,1530
1943,2.7,10,4.070324725278701,1531
1944,4.1,10,4.080923204321673,1532
1945,3.6,10,4.088006279814299,1533
1946,4,10,4.091497704973545,1534
1947,5.3,10,4.09161955065124,1535
1948,4.2,10,4.088926501804783,1536
1949,3.7,10,4.0842343546766475,1537
1950,4.3,10,4.078466060536929,1538
1951,6.5,10,4.0724394554494765,1539
1952,1.7,10,4.066764298076064,1540
1953,4.8,10,4.061780488106919,1541
1954,4.1,10,4.057869801428052,1542
1955,3.8,10,4.05539161624502,1543
1956,2.5,10,4.054340883071818,1544
1957,4.5,10,4.054693674846962,1545
1958,4.3,10,4.056087738155489,1546
1959,3.3,10,4.058340140765599,1547
1960,6,10,4.061363713047329,1548
1961,3.7,10,4.065035639013584,1549
1962,2.7,10,4.069176808873655,1550
1963,7.4,10,4.073711572812002,1551
1964,4.9,10,4.078457732906304,1552
1965,1.4,10,4.08322411998934,1553
1966,2.2,10,4.0878265272098195,1554
1967,3.9,10,4.092217706662489,1555
1968,3.7,10,4.096126653241561,1556
1969,5.1,10,4.099441567827972,1557
1970,5.8,10,4.102291396473572,1558
1971,3.5,10,4.10489594915224,1559
1972,4.3,10,4.107401270029188,1560
1973,3.3,10,4.110108509723446,1561
1974,4.9,10,4.113193458805933,1562
1975,3.1,10,4.116961533667789,1563
1976,4.8,10,4.121733179234428,1564
1977,5.1,10,4.127649585764786,1565
1978,4.2,10,4.13484301875377,1566
1979,3.7,10,4.143528804422909,1567
1980,3,10,4.153654801795925,1568
1981,4.6,10,4.165228838512098,1569
1982,6,10,4.17863865728901,1570
1983,3.5,10,4.194019368563188,1571
1984,4.9,10,4.211343435154923,1572
1985,0.8,10,4.230583815147572,1573
1986,5.9,10,4.251625990804865,1574
1987,4.9,10,4.274391919690029,1575
1988,3,10,4.298858872944059,1576
1989,2.7,10,4.333661885529459,1577
1990,4.5,10,4.369261418811796,1578
1991,4,10,4.4046487926369124,1579
1992,5.4,10,4.439472664062841,1580
1993,0.4,10,4.473727967704754,1581
1994,7.2,10,4.507518617758272,1582
1995,3,10,4.540977890760097,1583
1996,4.5,10,4.574211167710963,1584
1997,4,10,4.607319585868112,1585
1998,1.6,10,4.640391425715897,1586
1999,3.5,10,4.673508966218122,1587
2000,6.1,10,4.706759787570746,1588
2001,3.8,10,4.740225335784018,1589
2002,5.6,10,4.773963551175463,1590
2003,6,10,4.808024741326719,1591
2004,4.2,10,4.8424415399910075,1592
2005,4.2,10,4.877229669535012,1593
2006,7,10,4.912405952060169,1594
2007,3.7,10,4.947987035569589,1595
2008,5.1,10,4.983975143346925,1596
2009,7.4,10,5.020377376128749,1597
2010,4.8,10,5.057195756297986,1598
2011,4.5,10,5.094414245130281,1599
2012,5.2,10,5.1320165981494625,1600
2013,4.6,10,5.169993091190079,1601
2014,6.5,10,5.208336112693843,1602
2015,7.5,10,5.24704054741963,1603
2016,3.8,10,5.286084215345198,1604
2017,5.1,10,5.325426599257426,1605
1881,0.9,11,0.0921967448659089,1608
1882,0.6,11,0.12387339262127028,1609
1883,0.8,11,0.15572786482594125,1610
1884,1.7,11,0.18772290250458923,1611
1885,-0.3,11,0.21980452936342942,1612
1886,0.8,11,0.2518982540318433,1613
1887,-0.8,11,0.28392528057874244,1614
1888,0.6,11,0.3158001702168818,1615
1889,-1.6,11,0.347442048432697,1616
1890,-5.3,11,0.37877005136482467,1617
1891,1.7,11,0.4097191955441133,1618
1892,-1.9,11,0.440231978848594,1619
1893,0.3,11,0.47024408165815146,1620
1894,0.5,11,0.49970736985684994,1621
1895,-0.1,11,0.5285819224321742,1622
1896,-0.5,11,0.5568328686261026,1623
1897,1.3,11,0.5844396451927238,1624
1898,3,11,0.6114016055501637,1625
1899,-3.3,11,0.6377216265175534,1626
1900,2.8,11,0.663400154069933,1627
1901,0.9,11,0.6884679592992811,1628
1902,-1.8,11,0.7129658608368104,1629
1903,-0.8,11,0.7369656039953583,1630
1904,2.4,11,0.7606249402316081,1631
1905,1,11,0.7842190974589371,1632
1906,-2.2,11,0.808145414116197,1633
1907,1.5,11,0.8329931036770404,1634
1908,-0.5,11,0.8596184645655782,1635
1909,1.9,11,0.8889737513645244,1636
1910,2.6,11,0.921469694265916,1637
1911,3,11,0.9328758853094037,1638
1912,3.1,11,0.9418758580316648,1639
1913,2,11,0.9475855843438845,1640
1914,3.5,11,0.9495351970949972,1641
1915,3.5,11,0.9478265972886959,1642
1916,1.8,11,0.9426190460050563,1643
1917,-2.1,11,0.9341124411754862,1644
1918,3.9,11,0.9225563750733556,1645
1919,0.8,11,0.908094181341319,1646
1920,0.6,11,0.8907703315554869,1647
1921,0.5,11,0.8708354311665687,1648
1922,2.2,11,0.8489189187666994,1649
1923,-1.7,11,0.8252862822212137,1650
1924,1.5,11,0.8002250403015267,1651
1925,-0.4,11,0.7739879364374644,1652
1926,0.6,11,0.7468903436921863,1653
1927,-2.6,11,0.7192389181475818,1654
1928,-0.3,11,0.6914819717716796,1655
1929,3.6,11,0.6643764698137176,1656
1930,0.6,11,0.6385440552565314,1657
1931,0.1,11,0.6149100326437491,1658
1932,0.8,11,0.5946063055014505,1659
1933,-3.9,11,0.5784073729891119,1660
1934,4.8,11,0.5664557231629423,1661
1935,0.4,11,0.5587181673966359,1662
1936,1.5,11,0.5550536778491306,1663
1937,-0.5,11,0.5551837964810602,1664
1938,-1.9,11,0.558995969312921,1665
1939,-1.6,11,0.5661819288649781,1666
1940,-2.8,11,0.5761344449702577,1667
1941,1.5,11,0.5880096690100842,1668
1942,2.1,11,0.6010584641241863,1669
1943,0.2,11,0.6146718803455684,1670
1944,-0.4,11,0.6285181339323245,1671
1945,1.3,11,0.6424009220249545,1672
1946,-2.3,11,0.6563574468069717,1673
1947,1.4,11,0.6707839707347247,1674
1948,0.9,11,0.6857653199331111,1675
1949,3,11,0.7012297162758543,1676
1950,-2,11,0.7172054011796902,1677
1951,2.5,11,0.7336591549738785,1678
1952,-0.5,11,0.7508584979466022,1679
1953,2.5,11,0.7690887280913543,1680
1954,3.2,11,0.788257104306517,1681
1955,2.6,11,0.8084164404542236,1682
1956,2,11,0.8295000329907012,1683
1957,0.5,11,0.8514329719393885,1684
1958,2.5,11,0.8740961784235104,1685
1959,2.2,11,0.8972430244677803,1686
1960,1.2,11,0.9207965415966335,1687
1961,-0.6,11,0.9447850916352252,1688
1962,-3.3,11,0.9690669963827396,1689
1963,-3.1,11,0.9931870825304756,1690
1964,0.4,11,1.016356911340523,1691
1965,2.6,11,1.0380722665663917,1692
1966,2,11,1.0583080044250828,1693
1967,0.4,11,1.0774399931617822,1694
1968,-2,11,1.095591411350096,1695
1969,-4.7,11,1.112665532163021,1696
1970,0.5,11,1.1286288689197903,1697
1971,3.6,11,1.1432918693367213,1698
1972,0.8,11,1.156787732603128,1699
1973,0.2,11,1.1696861999871118,1700
1974,4.8,11,1.1824479772741654,1701
1975,1.2,11,1.195381046240641,1702
1976,-1,11,1.2088818323638506,1703
1977,2.1,11,1.2230479806812369,1704
1978,0.3,11,1.2380257850340115,1705
1979,3.8,11,1.2542780804526572,1706
1980,0.7,11,1.2723869916708068,1707
1981,-2.2,11,1.2923456025461562,1708
1982,2.2,11,1.313851827208623,1709
1983,0.7,11,1.3363000766431838,1710
1984,1.2,11,1.359135823927332,1711
1985,3.7,11,1.3819002758830337,1712
1986,2.1,11,1.4044369430669192,1713
1987,2.1,11,1.4267477991229285,1714
1988,3.4,11,1.4488619769614814,1715
1989,2.4,11,1.4672779949305728,1716
1990,0.8,11,1.4909446792871144,1717
1991,0.7,11,1.518260901835994,1718
1992,1.3,11,1.547782795314312,1719
1993,3.2,11,1.5785477957988974,1720
1994,3.6,11,1.609957281234344,1721
1995,-1.8,11,1.6416153187368678,1722
1996,-2.4,11,1.6732524058027636,1723
1997,2.2,11,1.704721800959014,1724
1998,1,11,1.7359564490727735,1725
1999,2.2,11,1.7669194096858831,1726
2000,3.1,11,1.7975986035665201,1727
2001,-0.2,11,1.8279891672905961,1728
2002,0.3,11,1.8580886832829506,1729
2003,1.8,11,1.8879227169773216,1730
2004,1.1,11,1.9175396714614266,1731
2005,0.9,11,1.9469946002931096,1732
2006,4.4,11,1.976352272008718,1733
2007,1.6,11,2.005682219628582,1734
2008,1.1,11,2.035035972690679,1735
2009,0.3,11,2.0644652231634595,1736
2010,-3.7,11,2.0940341952200967,1737
2011,3.9,11,2.123824285881007,1738
2012,1.5,11,2.153917650956579,1739
2013,3.6,11,2.1843773667022504,1740
2014,2.7,11,2.2152617055912174,1741
2015,6.5,11,2.2466098404101302,1742
2016,2.2,11,2.2784433235489985,1743
2017,2.7,11,2.310761451764705,1744
